threshold,precision,recall,specificity,f1,f2,balanced_accuracy,mcc,tp,fp,tn,fn
0.2420375794172287,0.028925619834710745,0.8,0.4516818977250632,0.05583250249252243,0.1263537906137184,0.6258409488625316,0.07088882566654119,84,2820,2323,21
0.24207395315170288,0.028935583878746125,0.8,0.4518763367684231,0.05585106382978723,0.12639181462533855,0.6259381683842116,0.07094067862410208,84,2819,2324,21
0.2421487420797348,0.028945554789800137,0.8,0.452070775811783,0.0558696375124709,0.12642986152919927,0.6260353879058915,0.07099253787118644,84,2818,2325,21
0.24217592179775238,0.028955532574974147,0.8,0.4522652148551429,0.05588822355289421,0.12646793134598014,0.6261326074275715,0.07104440342884034,84,2817,2326,21
0.2422170788049698,0.028965517241379312,0.8,0.45245965389850284,0.055906821963394346,0.12650602409638553,0.6262298269492514,0.0710962753181132,84,2816,2327,21
0.24221938848495483,0.028975508796136598,0.8,0.4526540929418627,0.0559254327563249,0.12654413980114493,0.6263270464709314,0.07114815356005783,84,2815,2328,21
0.24231107532978058,0.028985507246376812,0.8,0.4528485319852226,0.055944055944055944,0.12658227848101267,0.6264242659926114,0.07120003817573038,84,2814,2329,21
0.24234846234321594,0.028995512599240592,0.8,0.45304297102858254,0.05596269153897402,0.12662044015676815,0.6265214855142913,0.07125192918619053,84,2813,2330,21
0.24239809811115265,0.029005524861878452,0.8,0.45323741007194246,0.055981339553482175,0.12665862484921592,0.6266187050359713,0.07130382661250141,84,2812,2331,21
0.24242918193340302,0.029015544041450778,0.8,0.4534318491153024,0.056,0.12669683257918551,0.6267159245576512,0.07135573047572973,84,2811,2332,21
0.2424907386302948,0.02902557014512785,0.8,0.45362628815866224,0.056018672890963656,0.12673506336753168,0.6268131440793312,0.07140764079694578,84,2810,2333,21
0.24250654876232147,0.029035603180089874,0.8,0.45382072720202216,0.056037358238825885,0.12677331723513433,0.6269103636010112,0.07145955759722347,84,2809,2334,21
0.242571622133255,0.029045643153526972,0.8,0.4540151662453821,0.056056056056056056,0.12681159420289856,0.6270075831226911,0.0715114808976404,84,2808,2335,21
0.24268895387649536,0.029055690072639227,0.8,0.454209605288742,0.056074766355140186,0.12684989429175475,0.6271048026443711,0.0715634107192779,84,2807,2336,21
0.2427622228860855,0.02906574394463668,0.8,0.4544040443321019,0.05609348914858097,0.1268882175226586,0.627202022166051,0.07161534708322102,84,2806,2337,21
0.24277903139591217,0.029075804776739357,0.8,0.45459848337546177,0.056112224448897796,0.12692656391659113,0.6272992416877309,0.07166729001055869,84,2805,2338,21
0.24279266595840454,0.029085872576177285,0.8,0.4547929224188217,0.056130972268626796,0.12696493349455865,0.6273964612094108,0.07171923952238367,84,2804,2339,21
0.24281726777553558,0.02909594735019051,0.8,0.4549873614621816,0.05614973262032086,0.12700332627759298,0.6274936807310908,0.07177119563979259,84,2803,2340,21
0.24287369847297668,0.029106029106029108,0.8,0.4551818005055415,0.05616850551654965,0.12704174228675136,0.6275909002527708,0.07182315838388605,84,2802,2341,21
0.24287879467010498,0.029116117850953208,0.8,0.45537623954890144,0.05618729096989967,0.12708018154311648,0.6276881197744507,0.07187512777576865,84,2801,2342,21
0.24291564524173737,0.02912621359223301,0.8,0.4555706785922613,0.05620608899297424,0.1271186440677966,0.6277853392961307,0.071927103836549,84,2800,2343,21
0.24309518933296204,0.029136316337148804,0.8,0.4557651176356212,0.05622489959839357,0.1271571298819255,0.6278825588178106,0.07197908658733981,84,2799,2344,21
0.243127703666687,0.02914642609299098,0.8,0.45595955667898114,0.056243722798794776,0.12719563900666264,0.6279797783394906,0.07203107604925789,84,2798,2345,21
0.24314509332180023,0.02915654286706005,0.8,0.45615399572234105,0.05626255860683188,0.12723417146319296,0.6280769978611705,0.07208307224342424,84,2797,2346,21
0.24315358698368073,0.028819444444444446,0.7904761904761904,0.45615399572234105,0.05561139028475712,0.12575757575757576,0.6233150930992657,0.06940041214627654,83,2797,2346,22
0.2431785613298416,0.02882945467176103,0.7904761904761904,0.45634843476570097,0.05563002680965148,0.12579569566535315,0.6234123126209457,0.06945252431458568,83,2796,2347,22
0.24318541586399078,0.028839471855455177,0.7904761904761904,0.45654287380906083,0.05564867582970164,0.12583383869011522,0.6235095321426256,0.06950464286612243,83,2795,2348,22
0.24320755898952484,0.028849496002780674,0.7904761904761904,0.45673731285242075,0.055667337357478204,0.12587200485289657,0.6236067516643056,0.06955676782216164,83,2794,2349,22
0.24326103925704956,0.028859527121001392,0.7904761904761904,0.45693175189578067,0.0556860114055686,0.1259101941747573,0.6237039711859855,0.06960889920398199,83,2793,2350,22
0.24327029287815094,0.028869565217391303,0.7904761904761904,0.4571261909391406,0.05570469798657718,0.125948406676783,0.6238011907076655,0.06966103703286601,83,2792,2351,22
0.24331416189670563,0.028879610299234516,0.7904761904761904,0.4573206299825005,0.05572339711312521,0.125986642380085,0.6238984102293454,0.06971318133010013,83,2791,2352,22
0.2433641403913498,0.02888966237382527,0.7904761904761904,0.45751506902586037,0.05574210879785091,0.12602490130580019,0.6239956297510254,0.06976533211697471,83,2790,2353,22
0.24339435994625092,0.028899721448467967,0.7904761904761904,0.4577095080692203,0.055760833053409474,0.12606318347509113,0.6240928492727054,0.0698174894147841,83,2789,2354,22
0.24348263442516327,0.028909787530477186,0.7904761904761904,0.4579039471125802,0.05577956989247312,0.12610148890914616,0.6241900687943853,0.06986965324482672,83,2788,2355,22
0.24349744617938995,0.0289198606271777,0.7904761904761904,0.4580983861559401,0.05579831932773109,0.12613981762917933,0.6242872883160653,0.06992182362840503,83,2787,2356,22
0.24352560937404633,0.028929940745904496,0.7904761904761904,0.45829282519930004,0.05581708137188971,0.12617816965643053,0.6243845078377452,0.06997400058682562,83,2786,2357,22
0.24374766647815704,0.02894002789400279,0.7904761904761904,0.45848726424265995,0.05583585603767238,0.12621654501216545,0.6244817273594252,0.07002618414139924,83,2785,2358,22
0.24375131726264954,0.028950122078828043,0.7904761904761904,0.4586817032860198,0.05585464333781965,0.1262549437176757,0.6245789468811052,0.07007837431344088,83,2784,2359,22
0.24378523230552673,0.02896022330774599,0.7904761904761904,0.45887614232937973,0.0558734432850892,0.12629336579427874,0.6246761664027851,0.07013057112426978,83,2783,2360,22
0.2438359409570694,0.028970331588132635,0.7904761904761904,0.45907058137273965,0.05589225589225589,0.1263318112633181,0.6247733859244651,0.07018277459520945,83,2782,2361,22
0.2440163940191269,0.028980446927374302,0.7904761904761904,0.45926502041609957,0.05591108117211182,0.12637028014616322,0.624870605446145,0.0702349847475878,83,2781,2362,22
0.24409881234169006,0.028990569332867623,0.7904761904761904,0.4594594594594595,0.05592991913746631,0.12640877246420956,0.624967824967825,0.07028720160273708,83,2780,2363,22
0.24414962530136108,0.029000698812019568,0.7904761904761904,0.45965389850281935,0.05594876980114594,0.12644728823887874,0.625065044489505,0.07033942518199401,83,2779,2364,22
0.2442089319229126,0.029010835372247464,0.7904761904761904,0.45984833754617926,0.055967633175994604,0.1264858274916184,0.6251622640111849,0.0703916555066998,83,2778,2365,22
